"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","49.7","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","53.5","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","56.1","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","58.7","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","60.7","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","60.2","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","60.4","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","60.0","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","61.6","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","66.0","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","76.5","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","74.4","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","75.6","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","69.5","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Miscellaneous wholesaler-distributors [BS418]","Chained (2017) dollars per hour","446","units","0","v111384277","1.7.166","72.7","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","38.1","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","41.0","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","43.5","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","46.2","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","48.0","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","48.8","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","50.9","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","50.2","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","52.6","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","55.9","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","61.3","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","55.6","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","58.0","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","54.2","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","57.9","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","57.6","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","52.6","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","51.7","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","52.6","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","51.4","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","48.2","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","47.1","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","48.8","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","48.5","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","46.4","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","44.2","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","42.9","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Wholesale electronic markets, and agents and brokers [BS419]","Chained (2017) dollars per hour","446","units","0","v111384278","1.7.167","42.1","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","20.4","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","21.2","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","22.3","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","23.2","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","24.2","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","25.0","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","24.9","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","25.0","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","25.7","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","27.1","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","28.1","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","28.7","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","28.2","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","28.1","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","28.5","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","28.3","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","29.2","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","30.1","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","30.0","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","30.5","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","30.9","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","31.8","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","32.1","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","34.7","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","34.2","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","33.7","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","34.2","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Retail trade [BS4A]","Chained (2017) dollars per hour","446","units","0","v111384279","1.7.168","34.4","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","27.4","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","29.1","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","30.5","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","31.6","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","32.6","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","33.0","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","32.1","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","32.3","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","33.0","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","34.9","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","34.7","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","35.7","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","36.9","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","38.8","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","40.0","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","39.4","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","40.6","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","40.7","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","40.0","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","39.7","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","40.0","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","40.6","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","40.2","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","42.8","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","44.2","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","","..","","","1"
"2023","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","","..","","","1"
"2024","Canada","2021A000011124","Labour productivity","Motor vehicle and parts dealers [BS441]","Chained (2017) dollars per hour","446","units","0","v111384280","1.7.169","","..","","","1"
"1997","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","19.8","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","20.0","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","20.5","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","21.8","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","22.5","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","22.9","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","23.0","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","22.7","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","23.7","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","25.0","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","25.5","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","25.7","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","24.8","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","25.4","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","26.1","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","24.1","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","25.4","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","25.6","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","25.2","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","27.4","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","29.0","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","28.2","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","30.7","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","35.7","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","33.1","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","","..","","","1"
"2023","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","","..","","","1"
"2024","Canada","2021A000011124","Labour productivity","Furniture and home furnishings stores [BS442]","Chained (2017) dollars per hour","446","units","0","v111384281","1.7.170","","..","","","1"
"1997","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","15.2","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","16.3","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","17.2","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","17.6","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","18.2","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","18.4","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","17.8","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","17.8","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","18.6","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","20.0","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","20.5","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","23.1","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","23.4","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","27.8","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","30.4","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","28.9","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","29.9","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","32.1","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","32.3","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","31.5","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","28.4","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","31.6","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","31.5","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","36.3","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","33.1","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","","..","","","1"
"2023","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","","..","","","1"
"2024","Canada","2021A000011124","Labour productivity","Electronics and appliance stores [BS443]","Chained (2017) dollars per hour","446","units","0","v111384282","1.7.171","","..","","","1"
"1997","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","28.2","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","28.7","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","30.0","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","31.3","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","32.6","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","33.9","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","33.9","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","34.0","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","35.0","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","36.2","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","36.8","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","37.8","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","32.5","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","29.4","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","29.3","","","","1"
